Date,Ports,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.2,0.4,0,0,0
10/4/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,6.4,8,9.2,6.4,7.6,7.6,4.8
10/5/2017,10,6,6.4,6,6.4,7.6,4,0,0,0,0,5.2,6,5.2,4,4,0,5.2,2,0,0,4,6,6.8,0.4
10/6/2017,10,4.8,6.4,6.4,6,7.6,4.8,4,0,0,6,0.8,0,0,0,0,4,3.6,0,0,0.8,4.8,6,8,4.8
10/7/2017,10,6,6.4,4.4,0,0,0,0,0,0,0,0,0,0,3.6,8.8,9.6,15.6,9.6,10,10,8.4,6,5.2,0
10/8/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,8.8,12.4,13.6,1.2
10/9/2017,10,0,0,0,0,0,0,0,1.6,0,0,0,0.8,3.6,0,0,0,0,0,5.2,8,5.2,1.2,0,0
10/10/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,15.6,9.6,12,8,4.8
10/12/2017,10,6,6.4,6,6.4,1.6,0,0,0,0,2.4,7.6,3.6,4,7.6,4.8,6,0.8,0,0,0,0,0,0,0
10/13/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.8
10/14/2017,10,6.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2017,10,3.6,6.4,6,6.4,7.6,4.8,6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2017,10,0,0,0,0,0,0,0,0,0,0,0,3.2,6,1.2,0,0,0,0,0,0,0,0,0,0
10/17/2017,10,0,0,0,0,0,0,0,0,0,0,1.6,4.8,3.2,1.2,4.8,1.2,2,4.8,10,19.2,14,15.6,12.8,14
10/18/2017,10,18.4,10,0,0,0,0,0,0,0,0,0,0,2.4,1.2,4.4,4.8,0.4,0,0,0,0,0,0,0
10/19/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,4,0,0,0,0,1.6,4.8
10/20/2017,10,6,4,0,0,0,0,0,0,0,0,0,0.8,4,2.8,4.8,6.4,9.6,6.8,12.4,4.4,0,0,0,2
10/21/2017,10,6.4,6.4,6.4,6.4,4.8,0,0,0,0,0,3.6,4.8,2.4,7.6,4.4,1.2,0,0,0,0,0,0,0,4.4
10/22/2017,10,6,4.4,0,0,0,0,0,0.8,4.8,4.4,0,0,0,0,0,0,0,0,4.4,9.6,5.2,6.4,10,9.2
10/23/2017,10,7.6,0.4,0,0,0,0,0,0,0,0,0,2.8,0,0,0,4,7.6,0.8,4.4,9.6,9.6,9.2,0.8,4.4
10/24/2017,10,6,1.6,0,0,0,0,0,0,0,5.2,6,1.2,2.4,0,0,0,0,0,0,6.8,3.6,0,0.8,4.4
10/25/2017,10,6,3.2,0,0,0,0,0,0,0,0,0.4,7.6,1.2,0,0,0,0,0,6,8,4.4,6.4,7.6,4.8
10/26/2017,10,6,6.4,6.4,6,7.6,0,0,0,0,0,2,0.8,0,0,0,0,0,0,0,0,0,0,0,0
10/27/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0.8,7.6,4,0,0,0,0,0,0,0,0,0
10/28/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.8,6,8,4
10/30/2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4.4,0.8,0,0,0,0,0,0,0,0
10/31/2017,10,0,0,0,0,0,0,0,0,0,3.2,2,3.2,6,4.8,1.2,0.4,0,0,0,0,3.2,0.4,0,0
11/1/2017,10,0,0,0,0,0,0,0,0,0,0,0,1.6,6.4,8,2.8,0,2.8,4.4,12.4,7.6,0.4,0,0,0
11/2/2017,10,0,0,0,0,0,0,0,0,0,3.2,4,7.2,0,5.2,4,1.2,0,0,0,3.6,4.8,12,8,4.4
11/3/2017,10,0.8,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,3.2,8,4,0,1.2,4.8,4,0,3.6
11/4/2017,10,6,5.6,0,0,0,0,0,0,0,0,0.4,4.4,6.4,7.6,4.8,6,14,6.8,6,14,4.8,6.4,0.4,4.8
11/5/2017,10,6,4.4,0,0,0,0,0,0,0,2.4,7.6,4.4,1.6,0,0,3.6,7.6,4.4,1.6,5.6,0,0,0,0.4
11/6/2017,10,6,6,0,0,0,0,0,0,0,0,0,0,2.4,2,3.6,3.2,0,0,0,14.4,4.4,2,0,0
11/7/2017,10,0,0,0,0,0,0,0,0,0,0,4.8,0,0,10.4,5.6,5.2,0,0,0,4.8,5.6,8,2.4,4.4
11/8/2017,10,0.8,0,0,0,0,0,0,0,0,0,0,0,4,1.6,4.4,0,2.4,0,3.6,7.6,1.6,0,0,0
11/9/2017,10,4.8,4.4,0,0,0,0,0,0,0,0,1.6,4.8,4.4,0,3.2,3.2,0,0.4,6,6,0.4,0,0,0
11/10/2017,10,5.2,6,2,0,0,0,0,0,4,6,1.2,7.6,10,4,0,5.6,7.2,1.2,0,0,0,3.6,0,0
11/11/2017,10,5.2,6,2,0,0,0,0,0,2.4,6,4.4,0,1.2,0,0,6.4,7.6,4.4,5.6,0,4.4,12.4,9.2,4.4
11/12/2017,10,12.4,12.4,7.6,6,8,4.8,4.8,0,0,3.2,0,0,0,4.8,0,0,0,0,0,4.4,4.4,2.8,0,0
11/13/2017,10,5.6,6,4,0,0,0,0,0,0,0,0,2,7.6,0,0,6.4,4.8,1.2,0.8,8,4.4,0.8,0,0
11/14/2017,10,6,4.4,0,0,0,0,0,0,0,0,0,3.6,5.6,7.6,3.6,4.8,7.6,4.4,7.6,6.4,7.6,15.2,16.4,4.8
11/15/2017,10,6.4,6,6.4,6,8,4.4,2.8,0,3.2,6,8,5.2,11.2,0.4,1.6,4.8,0,0,7.6,8.4,3.6,0.4,0,0
11/16/2017,10,6,6.4,0,0,0,0,0,0,0,0,3.6,2.4,6.4,7.6,4.8,1.6,2.8,8,9.2,3.6,0,3.2,0,0
11/17/2017,10,5.2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1.2,6.8,14.8,4.8,1.6,0,2.4,6,7.6,3.6
11/18/2017,10,2.8,6,3.2,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0.4,1.6,0,0,0,3.6,6,0
11/19/2017,10,0.8,6,6,0,0,3.2,4.8,0,0,0,5.2,0,0,1.6,0,0,0.8,2.4,0,4,4.8,0,0,0
11/20/2017,10,4,6,0,0,0,0,0,0,0,0,1.6,3.6,3.2,5.6,3.6,4.8,5.6,1.6,0,0,2,6.4,4.4,0
11/21/2017,10,0,0,0,0,0,0,0,0,0,0,2.4,4.4,2.4,3.6,3.2,7.2,8,4.4,6.4,7.6,6.4,4,0,0
11/22/2017,10,5.6,6.4,3.2,0,0,0,0,0,2.4,9.6,7.6,4.8,9.6,8.4,2,6,2.4,0,4,7.6,1.6,0,0,1.6
11/23/2017,10,6,4.4,0,0,0,0,0,0,0.4,2.4,0,0,2,3.2,0,3.2,1.6,4.4,6.4,6,0,0,0,0
11/24/2017,10,6,6,1.2,0,0,0,0,0,0,0,4.8,1.6,0,0,1.6,6,2.8,0,0,0,0,4.8,15.6,5.2
11/25/2017,10,1.6,0,0,0,0,0,0,0,0,3.6,8,7.2,7.6,10,2.4,0,0,0,0,6.4,4.8,1.6,0,2.4
11/26/2017,10,6,6.4,1.6,0,0,0,0,0,0,0.4,6,4.4,4.4,10,4.8,11.2,14.8,13.6,18.8,10.8,9.6,9.2,0,0
11/27/2017,10,0,0,0,0,0,0,0,0,0,0,0,0.8,8.4,12,8,11.6,10.8,8.8,0,0,4.4,6,1.2,0
11/28/2017,10,4.8,6.4,2.4,0,0,0,0,0,0,0,3.2,0,7.2,3.6,7.2,8.8,2,3.6,1.2,0,2.4,4,0,0.4
11/29/2017,10,6,6.4,2,0,0,0,0,0,0,0,0,0,2.8,0,3.6,6,6.4,0,0,0,0,0,0,0
11/30/2017,10,4.4,6,4,0,0,0,0,0,0,0,4.4,4.8,7.6,0,3.2,5.6,2.4,1.2,4.8,0,0,8.8,14.4,4.4
12/1/2017,22,12.4,12.4,6.4,6.4,7.6,4.8,6,4.4,0,0,5.6,4.4,6.4,11.2,0.4,0,0,0,0,0,0,0,5.6,4.4
12/2/2017,22,5.2,6.4,0.8,0,0,0,0,0,0,0,0,3.6,13.2,10.4,9.2,9.6,14.4,4.4,8,15.2,4.8,2,7.6,2
12/3/2017,22,0,0,0,0,0,0,0,0,2,4.4,0,0,0,0,0,2.4,7.6,2.4,4,6,1.6,6.4,6.8,0.8
12/4/2017,22,6,6,0.8,0,0,0,0,0,0,0,0,0,3.6,4,5.2,8,0,0,0,2,4.8,10.8,12,4.8
12/5/2017,22,11.2,12.4,6.4,6,8,4.4,6.4,4.4,0,0,0,3.6,6.4,10.4,4,4.4,0,0,2.8,6,7.6,12.4,8,4.8
12/6/2017,22,6,6.4,6,6.4,7.6,4.4,6.4,4.8,0,0,0,0,5.6,2.8,3.6,10,12,4,1.6,0,0,0,0,0
12/7/2017,22,4.8,6,0.4,0,0,0,0,0,0,0,1.6,0,2.4,4,4,5.2,9.6,4.8,8.8,8.4,4.8,11.2,23.6,14.8
12/8/2017,22,16.8,9.2,6.4,3.6,0,0,0,0,0,0,0,2.4,11.2,7.6,4.8,2,0,0,0,0,0,3.2,3.2,0
12/9/2017,22,3.6,6.4,2.8,0,0,0,0,0,0,0,4,0,5.2,3.6,0,0,0,0,0,0,0,4.8,7.6,4.8
12/10/2017,22,11.6,12.4,6.8,6.4,1.6,0,0,0,0,0,4,2.4,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2017,22,5.2,6,2,0,0,0,0,0,0,0,0,1.6,6,2.8,4,8.8,5.6,0,3.6,10,9.2,8.4,7.6,8.8
12/12/2017,22,12,8.4,6.4,6.4,7.6,4.8,1.2,0,0,0,6.4,0,0.8,2.4,0,0,6.4,1.2,0,0,3.6,6.4,2.4,0
12/13/2017,22,0,0,0,0,0,0,0,2.4,1.2,0,0,0,6.4,0,3.2,4,3.6,2.8,6.4,3.2,0,0,5.6,4.8
12/14/2017,22,9.6,12.4,4.4,0,0,0,0,0,0,0,2.4,0,6.4,5.2,3.6,3.2,0,0,0,1.2,9.6,13.6,15.6,4.8
12/15/2017,22,11.2,12,8.4,5.2,0,0,0,0,0,0,0,0,2,10.8,4.8,4.8,0,0,6.4,6.8,0.8,0,4.4,4.8
12/16/2017,22,10.4,12.4,8.8,6.4,7.6,0.4,0,0,0,0,3.2,0,4,9.2,4.4,6,0.8,0,3.6,0,0,0,0,0
12/17/2017,22,4,6,6,1.6,0,0,0,0,0,0,2.4,1.2,0,0,0,0,0,0,2.4,14,4.4,0.8,0,0
12/18/2017,22,6,6,1.6,0,0,0,0,0,0,0,0,0,2.8,3.2,3.6,2.4,0,0,0.4,8,4.8,4.8,0.8,0
12/19/2017,22,0,0,6.4,4.8,0,0,0,0,0,0,0,0,1.6,6.8,8,3.2,0,2.4,6.4,6,2.4,10,14.8,3.2
12/20/2017,22,6.8,6,2.4,0,0,0,0,0,0,0,0,0,0,0,3.6,3.2,4.8,8.8,15.6,20.8,7.6,6.4,5.6,0
12/21/2017,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,4.4
12/22/2017,22,10.4,12.4,8,6.4,7.6,4.4,0,0,0,0,0,0,4,2.8,0,5.6,4.4,0,0,0,0,2.4,12,9.6
12/23/2017,22,10.4,12.8,10,1.2,0,0,0,0,0,0,0,0,1.6,1.6,2.8,0,0,3.2,6,2.8,0,0,4.4,4.4
12/24/2017,22,6,6.4,2,0,0,0,0,0,0,0,3.2,1.2,0,0,0,0,4.8,3.2,6.4,0.8,0,2,7.6,3.2
12/25/2017,22,4.4,6.4,3.2,0,0,0,0,0,0,0,0,0,1.6,5.6,0,0,0,4,5.6,0,4.4,6.8,15.6,9.6
12/26/2017,22,15.2,12.8,8.8,6.8,4,0,0,0,0,0,0,0,0,6.8,0.4,2.4,8,5.2,7.6,21.6,18,21.6,20,14.8
12/27/2017,22,30,30,13.6,12.4,15.2,9.6,12,15.6,7.2,0,0,0,0,0.4,8.4,15.2,11.6,6.4,6,13.2,4,0.4,7.2,4.8
12/28/2017,22,6.8,6.4,4,0.8,0,0,0,0,0,0,0.4,4.4,1.2,0,0,3.6,3.2,0,0,0,0,4.8,7.6,2.8
12/29/2017,22,6.4,6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.2,0,0,0,0,7.2,1.6
12/30/2017,22,4.8,6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.8,6.4,8,4.8
12/31/2017,22,11.2,9.2,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/1/2018,35,1.2,6,3.2,0,0.6,0,0,0,3.6,6,0.8,0,6,7.6,0.4,0.6,3.2,4.8,6,8,4.8,6,8,4.8
1/2/2018,35,11.2,6.4,3.4,0,0,0,0,0,0,0,0,0,3,1.6,0,0,0,0.4,6.4,7.6,4.4,0.8,7.6,10.2
